"clinic_name","clinic_addr_line1","clinic_suite","clinic_addr_line2","clinic_city_desc","clinic_state_desc","clinic_zip","county_desc","total_volume_ordered","most_recent_order_date","georeferenced_latitude_longitude","total_pfizer_ordered","total_moderna_ordered","total_janssen_ordered"
"Weis Pharmacy-205","2 Anthra Plaza",,,"Coal Township","PA","17866","Northumberland",,,"POINT (-76.521088 40.789586)",,,
"Giant Eagle Pharmacy-2401","1025 Washington Pike",,,"Bridgeville","Pennsylvania","15017","Allegheny",,,"POINT (-80.108605 40.365296)",,,
"GIANT PHARMACY-6542","950 WALNUT BOTTOM RD",,,"Carlisle","Pennsylvania","17015","Cumberland",,,"POINT (-77.214143 40.183335)",,,
"CVS/pharmacy01942","413 RR 1, Rte 611",,,"Tannersville","Pennsylvania","18372","Monroe",,,,,,
"RITE AID STORE #04818","4965 CARLISLE PIKE",,,"Mechanicsburg","Pennsylvania","17055","Cumberland",,,"POINT (-76.971302 40.237187)",,,
"RITE AID STORE #10995","1851 EAST STATE STREET",,,"HERMITAGE","Pennsylvania","16148","Mercer",,,"POINT (-80.475906 41.233291)",,,
"West Reading Drug Store","538 PENN AVE",,,"West Reading","Pennsylvania","19611","Berks","500","2021-04-13T00:00:00.000","POINT (-75.949059 40.335732)",,,
"ShopRite 422","107 Kinsley Drive",,,"Brodheadsville","Pennsylvania","18322","Monroe",,,"POINT (-75.422091 40.920286)",,,
"RITE AID STORE #06741","1600 9TH AVE","STE 35",,"Altoona","Pennsylvania","16602","Blair",,,"POINT (-78.402312 40.510245)",,,
"RITE AID STORE #11043","901 NORTHAMPTON STREET",,,"EASTON","Pennsylvania","18042","Northampton",,,"POINT (-75.221318 40.690655)",,,
"Giant Eagle Pharmacy-41","41 Towne Center Drive",,,"Leechburg","Pennsylvania","15656","Armstrong",,,"POINT (-79.611167 40.608325)",,,
"Sams Club Store #6533","381 Benner Pike",,,"State College","Pennsylvania","16801","Centre",,,"POINT (-77.803832 40.832139)",,,
"RITE AID STORE #10961","4185 WASHINGTON ROAD",,,"MCMURRAY","Pennsylvania","15317","Washington",,,"POINT (-80.13319 40.262848)",,,
"Giant Eagle Pharmacy-4050","9125 Ridge Road",,,"Girard","Pennsylvania","16417","Erie",,,"POINT (-80.302635 42.009557)",,,
"Walmart Pharmacy #3563","3926 Linden Street",,,"Bethlehem (Part-Lehigh)","Pennsylvania","18020","Northampton",,,"POINT (-75.31914 40.644571)",,,
"RITE AID STORE #00696","15 WEST CENTRE STREET",,,"MAHANOY CITY","Pennsylvania","17948","Schuylkill",,,"POINT (-76.14186 40.812696)",,,
"Walgreens Store # 9281","5956 Penn Cir. S. # 1",,,"Pittsburgh","Pennsylvania","15206","Allegheny",,,"POINT (-79.926684 40.45946)",,,
"Giant Eagle Pharmacy-4038","4265 Buffalo Rd",,,"Erie","Pennsylvania","16510","Erie",,,"POINT (-80.005812 42.144819)",,,
"LVPG Internal Medicine-Bartonsville","600 Commerce Blvd",,,"Stroudsburg","Pennsylvania","18360","Monroe","200","2021-04-13T00:00:00.000","POINT (-75.263401 40.998481)",,,
"RITE AID STORE #11063","228 MAIN STREET",,,"Stroudsburg","Pennsylvania","18360","Monroe",,,"POINT (-75.188213 40.989463)",,,
"RITE AID STORE #11016","24 EAST AVENUE",,,"WELLSBORO","Pennsylvania","16901","Tioga",,,"POINT (-77.296576 41.748557)",,,
"RITE AID STORE #01632","20 SOUTH RIVER STREET",,,"PLAINS","Pennsylvania","18705","Luzerne",,,"POINT (-75.85736 41.277351)",,,
"CVS/Pharmacy 16604","1495 Old york Rd",,,"Abington","Pennsylvania","19001","Montgomery",,,"POINT (-75.117255 40.125404)",,,
"Diamond Drugs Inc dba Diamond Pharm Svc","645 Kolter Drive",,,"Indiana","Pennsylvania","15701","Indiana",,,"POINT (-79.17264 40.608775)",,,
"CVS/pharmacy01607","2678 W. 3 RD St.",,,"Mount Carmel","Pennsylvania","17851","Northumberland",,,"POINT (-76.422674 40.795258)",,,
"Stephens Pharmacy","1101 Main Street",,,"Honesdale","Pennsylvania","18431","Wayne",,,"POINT (-75.257393 41.575658)",,,
"Walgreens Store # 4852","2240 Schoenersville Rd.",,,"Bethlehem (Part-Northampton)","Pennsylvania","18017","Northampton",,,"POINT (-75.400149 40.640548)",,,
"RITE AID STORE #11075","120 LAUREL PLAZA",,,"PITTSTON","Pennsylvania","18640","Luzerne",,,"POINT (-75.772832 41.320516)",,,
"CVS/pharmacy05533","6050 Sterner's Way",,,"Bethlehem","Pennsylvania","18017","Northampton",,,"POINT (-75.388178 40.682811)",,,
"CVS/pharmacy01616","960 Wyoming Avenue",,,"Exeter","Pennsylvania","18643","Luzerne",,,"POINT (-75.8108 41.324494)",,,
"CVS/pharmacy17317","913 Norland Ave",,,"Chambersburg","PA","172014213","Franklin",,,"POINT (-77.632039 39.941685)",,,
"Phoebe Services Pharmacy-Lititz","1001 East Oregon Rd",,,"Lititz","Pennsylvania","17543","Lancaster",,,"POINT (-76.265187 40.113284)",,,
"Walmart Store #2318","3100 OAKLAND AVE",,,"INDIANA","Pennsylvania","15701","Indiana",,,"POINT (-79.19389 40.600669)",,,
"RITE AID STORE #02769","100 FRANKLIN STREET",,,"MERCER","Pennsylvania","16137","Mercer",,,"POINT (-80.239815 41.230397)",,,
"Long Lane Discount Pharmacy","434 LONG LANE",,,"Upper Darby","Pennsylvania","19082","Delaware",,,"POINT (-75.261615 39.949687)",,,
"RITE AID STORE #11037","760 BROAD STREET",,,"MONTOURSVILLE","Pennsylvania","17754","Lycoming",,,"POINT (-76.915511 41.248163)",,,
"CVS/pharmacy04082","410 East 12th Street",,,"Erie","Pennsylvania","16503","Erie",,,"POINT (-80.072075 42.12689)",,,
"Cooks Pharmacy of Kingston","777 wyoming ave",,,"Kingston","Pennsylvania","18704","Luzerne",,,"POINT (-75.883795 41.274076)",,,
"AHN-WEST PENN HOSPITAL","PHARMACY DEPARTMENT",,"4800 FRIENDSHIP AVENUE","PITTSBURGH","PENNSYLVANIA","15224","Allegheny","1170","2021-04-13T00:00:00.000",,,,
"Walgreens Store # 10345","7628 Penn Ave.",,,"Pittsburgh","Pennsylvania","15221","Allegheny",,,"POINT (-79.894857 40.447032)",,,
"Weis Pharmacy-176","4521 William Penn Hwy",,,"Mifflintown","PA","17059","Juniata",,,"POINT (-77.390474 40.561165)",,,
"GIANT PHARMACY-6273","600 E LANCASTER AVE",,,"Reading","Pennsylvania","19607","Berks",,,"POINT (-75.95602 40.30843)",,,
"CVS/pharmacy07670","620 Old Philadelphia Rd.",,,"Easton","Pennsylvania","18042","Northampton",,,"POINT (-75.210564 40.677799)",,,
"Weis Pharmacy-68","100 Weis Ln",,,"Hazleton","Pennsylvania","18202","Luzerne",,,"POINT (-76.003717 40.965861)",,,
"CVS/pharmacy05743","29 West 21st  Street",,,"Northampton","Pennsylvania","18067","Northampton",,,"POINT (-75.501298 40.690477)",,,
"Sams Club Store #6678","289  MT. NEBO POINT DRIVE",,,"PITTSBURGH","Pennsylvania","15237","Allegheny",,,,,,
"Wilkes-Barre General Hospital","575 North River Street",,"Pharmacy Department","Wilkes Barre","Pennsylvania","18764","Luzerne","400","2021-04-13T00:00:00.000","POINT (-75.868165 41.258261)",,,
"Giant Eagle Pharmacy-69","9001 Frankstown Road",,,"Pittsburgh","Pennsylvania","15235","Allegheny",,,"POINT (-79.864919 40.461405)",,,
"Giant Eagle Pharmacy-471","475 Ben Franklin Rd S",,,"Indiana","Pennsylvania","15701","Indiana",,,"POINT (-79.191332 40.61394)",,,
"Tops Pharmacy-672","525 NORTH FRALEY STREET",,,"Kane","Pennsylvania","16735","McKean",,,"POINT (-78.813285 41.669362)",,,
"RITE AID STORE #01672","6912 NEW FALLS ROAD",,,"LEVITTOWN","Pennsylvania","19057","Bucks",,,"POINT (-74.856946 40.153184)",,,
"Alpha Dermatology Of Pennsylvania","670 Lawn Avenue","1A",,"Sellersville","Pennsylvania","18960","Bucks","200","2021-04-13T00:00:00.000","POINT (-75.323623 40.362239)",,,
"RITE AID STORE #03768","1249 HORSESHOE PIKE",,,"DOWNINGTOWN","Pennsylvania","19335","Chester",,,"POINT (-75.769464 40.036586)",,,
"RITE AID STORE #01406","521 NORTH FRALEY STREET",,,"KANE","Pennsylvania","16735","McKean",,,"POINT (-78.813299 41.669394)",,,
"Giant Eagle Pharmacy-25","1029 West View Park Drive",,,"Pittsburgh","Pennsylvania","15229","Allegheny",,,"POINT (-80.037174 40.516553)",,,
"Weis Pharmacy-237","2100 County Line Road",,,"Huntingdon Valley","PA","19006","Montgomery",,,"POINT (-75.071308 40.17095)",,,
"Green Street Primary Care","2000 Green Street",,,"Farrell","Pennsylvania","16121","Mercer","100","2021-04-13T00:00:00.000","POINT (-80.471792 41.209942)",,,
"RITE AID STORE #10954","1125 FREEPORT ROAD",,,"PITTSBURGH","Pennsylvania","15238","Allegheny",,,"POINT (-79.882101 40.487654)",,,
"RITE AID STORE #11029","3205 CAPE HORN ROAD",,,"RED LION","Pennsylvania","17356","York",,,"POINT (-76.628849 39.915473)",,,
"PHN-Shenandoah Health Center","624 West Centre Street",,,"Shenandoah","Pennsylvania","17976","Schuylkill","100","2021-04-13T00:00:00.000","POINT (-76.208553 40.819365)",,,
"Walgreens Store # 9586","1210 Wilmington Ave.",,,"New Castle","Pennsylvania","16105","Lawrence",,,"POINT (-80.351065 41.013367)",,,
"CVS/pharmacy17280","6416 Carlisle Pike",,,"Mechanicsburg","PA","170502384","Cumberland",,,"POINT (-77.007475 40.246692)",,,
"LC Com VC Ctr","Park City Mall",,"600 Park City Center","Lancaster","Pennsylvania","17601","Lancaster","21060","2021-04-13T00:00:00.000",,,,
"CVS/pharmacy16521","125 Witchwood Dr",,,"North Wales","PA","194541833","Montgomery",,,"POINT (-75.237983 40.225724)",,,
"Giant Eagle Pharmacy #2445","419 South Main Street",,,"Greenville","Pennsylvania","16125","Mercer",,,"POINT (-80.371204 41.41001)",,,
"Giant Eagle Pharmacy-2404","200 Allegheny River Blvd.",,,"Verona","Pennsylvania","15147","Allegheny",,,"POINT (-79.843562 40.499226)",,,
"Hampton Pharmacy and Wellness","4678 William Flynn Highway",,,"Allison Park","Pennsylvania","15101","Allegheny",,,"POINT (-79.947986 40.59239)",,,
"RITE AID STORE #10999","100 SOUTH THIRD STREET",,"P.O. BOX 276","CONNEAUT LAKE","Pennsylvania","16316","Crawford",,,"POINT (-80.304377 41.602976)",,,
"Weis Pharmacy-199","2150 Bumble Bee Hollow Road",,,"Mechanicsburg","PA","17055","Cumberland",,,"POINT (-76.985573 40.175475)",,,
"Childrens Hospital of Philadelphia-Main","34th Street and Civic Center Boulevard",,,"Philadelphia","Pennsylvania","19104","Philadelphia","200","2021-04-13T00:00:00.000","POINT (-75.192906 39.948669)",,,
"RITE AID STORE #00740","8878 CLEARFIELD CURWENSVILLE",,,"CLEARFIELD","Pennsylvania","16830","Clearfield",,,"POINT (-78.475398 40.989226)",,,
"VDI-Primary Care Pharmacy Services Inc","27 Heckel Road","110",,"Mc Kees Rocks","Pennsylvania","15136","Allegheny","200","2021-04-13T00:00:00.000","POINT (-80.092812 40.472378)",,,
"CVS/pharmacy01610","201 Muncy Creek Blvd.",,,"Muncy","Pennsylvania","17756","Lycoming",,,"POINT (-76.761399 41.211257)",,,
"Weis Pharmacy-187","170 Buckaroo Lane",,,"Bellefonte","PA","16823","Centre",,,"POINT (-77.73781 40.913508)",,,
"CVS/pharmacy01583","1 North Main Street",,,"Shickshinny","Pennsylvania","18655","Luzerne",,,"POINT (-76.150043 41.15335)",,,
"AHOLD USA-GIANT PHARMACY 6014","1278 S MARKET STREET",,,"ELIZABETHTOWN","PA","17022","Lancaster",,,"POINT (-76.590093 40.140095)",,,
"RITE AID STORE #02693","44 KINGS VILLAGE",,,"MINERSVILLE","Pennsylvania","17954","Schuylkill",,,"POINT (-76.254027 40.68162)",,,
"Giant Eagle Pharmacy-5103","2611 Freeport Rd.",,,"Pittsburgh","Pennsylvania","15238","Allegheny",,,"POINT (-79.838518 40.53719)",,,
"GIANT PHARMACY-6306","2130 PALOMINO ROAD",,,"DOVER","PA","17315","York",,,"POINT (-76.840522 39.994783)",,,
"CVS/pharmacy17638","201 S Hills Vlg",,,"Pittsburgh","PA","152411408","Allegheny",,,"POINT (-80.058254 40.344495)",,,
"RITE AID STORE #01902","2067 ROUTE 116",,,"SPRING GROVE","Pennsylvania","17362","York",,,"POINT (-76.861319 39.885647)",,,
"RITE AID STORE #01450","601 DELAWARE AVENUE",,,"PALMERTON","Pennsylvania","18071","Carbon",,,"POINT (-75.601388 40.805111)",,,
"East End Family Health Center","117 N Negley Avenue",,,"Pittsburgh","Pennsylvania","15206","Allegheny","200","2021-04-13T00:00:00.000","POINT (-79.930372 40.464031)",,,
"Walgreens Store # 10786","100 Cavasina Dr.",,,"Canonsburg","Pennsylvania","15317","Washington",,,"POINT (-80.174424 40.262552)",,,
"CVS/pharmacy05720","110 South Pleasant Avenue",,,"Somerset","Pennsylvania","15501","Somerset",,,"POINT (-79.074284 40.007815)",,,
"McCracken Pharmacy","595 east high street",,,"Waynesburg","Pennsylvania","15370","Greene",,,"POINT (-80.179359 39.896359)",,,
"RITE AID STORE #10966","314 EAST PITTSBURGH STREET",,,"GREENSBURG","Pennsylvania","15601","Westmoreland",,,"POINT (-79.537451 40.303329)",,,
"Giant Eagle Pharmacy-8","200 Tarentum Bridge Road",,,"New Kensington","Pennsylvania","15068","Westmoreland",,,"POINT (-79.751001 40.590244)",,,
"RITE AID STORE #11097","642 EASTON ROAD",,,"WARRINGTON","Pennsylvania","18976","Bucks",,,"POINT (-75.138823 40.229421)",,,
"Wegmans Pharmacy #046","50 Foundry Way",,,"Malvern","PA","19355","Chester",,,"POINT (-75.521471 40.048628)",,,
"Walmart Store #1670","1135 BERKSHIRE BLVD",,,"WYOMISSING","Pennsylvania","19610","Berks",,,"POINT (-75.977001 40.342155)",,,
"UPMC-Pinnacle Harrisburg","RX DEPT",,"111 S FRONT ST","Harrisburg","Pennsylvania","17101","Dauphin","2000","2021-04-13T00:00:00.000",,,,
"Walgreens Store # 19871","100 W HARTFORD ST",,,"Milford","Pennsylvania","18337","Pike",,,"POINT (-74.803857 41.32236)",,,
"CVS/pharmacy16632","315 Colonnade Blvd",,,"State College","PA","168032321","Centre",,,"POINT (-77.905855 40.811367)",,,
"Weis Pharmacy-188","7801 GLENLIVET WEST DR",,,"Fogelsville","Pennsylvania","18051","Lehigh",,,"POINT (-75.63119 40.58992)",,,
"VDI-Duncansville Pharmacy Inc","1328 Third Ave",,"PO Box 126","Duncansville","Pennsylvania","16635","Blair","200","2021-04-13T00:00:00.000","POINT (-78.434729 40.423021)",,,
"CVS/pharmacy02687","105 East Uwchlan Avenue",,,"Exton","Pennsylvania","19341","Chester",,,"POINT (-75.653421 40.060631)",,,
"CVS/pharmacy02782","1456 Ferry Road",,,"Doylestown","Pennsylvania","18901","Bucks",,,"POINT (-75.152166 40.340087)",,,
"Sadler Health Center","100 North Hanover Street",,,"Carlisle","Pennsylvania","17013","Cumberland","600","2021-04-13T00:00:00.000","POINT (-77.188864 40.203219)",,,
"RITE AID STORE #02466","10 DONNER AVENUE",,,"MONESSEN","Pennsylvania","15062","Westmoreland",,,"POINT (-79.876499 40.160121)",,,
"Chambers Apothecary","278 Lincoln Way East",,,"Chambersburg","Pennsylvania","17201","Franklin",,,"POINT (-77.657513 39.936993)",,,
"CVS/pharmacy02053","301-D Main Street, Hempfield S/C",,,"Landisville","Pennsylvania","17538","Lancaster",,,"POINT (-76.136509 40.199913)",,,
"Shafers Pharmacy","11 Center St",,,"Tamaqua","Pennsylvania","18252","Schuylkill",,,"POINT (-75.969211 40.796914)",,,
"Walgreens Store # 12597","100 E MCMURRAY RD",,,"MCMURRAY","Pennsylvania","15317","Washington",,,"POINT (-80.126404 40.272807)",,,
"Weis Pharmacy-50","2020 N. 13th Street",,,"Reading","PA","19604","Berks",,,"POINT (-75.911435 40.365723)",,,
"Wilkes Barre Municipal Health Department","Kirby Health Center",,"71 North Franklin Street","Wilkes Barre","Pennsylvania","18701","Luzerne","600","2021-04-13T00:00:00.000",,,,
"CVS/pharmacy02507","3943 Route 309",,,"Schnecksville","Pennsylvania","18078","Lehigh",,,"POINT (-75.600195 40.655181)",,,
"RITE AID STORE #11056","6822 HAMILTON BOULEVARD",,,"ALLENTOWN","Pennsylvania","18106","Lehigh",,,"POINT (-75.59109 40.552671)",,,
"Sams Club Store #4859","200 MORAINE POINTE PLZ",,,"BUTLER","Pennsylvania","16001","Butler",,,"POINT (-79.951945 40.877804)",,,
"RITE AID STORE #00233","9635 WILLIAM PENN HIGHWAY",,,"HUNTINGDON","Pennsylvania","16652","Huntingdon",,,"POINT (-78.014847 40.479695)",,,
"Giant Eagle Pharmacy-2","1800 McKees Rocks Road","rr","rrrrr","Mc Kees Rocks","Pennsylvania","15136","Allegheny",,,"POINT (-80.098774 40.467784)",,,
"RITE AID STORE #04288","3773 PETERS MOUNTAIN RD.",,,"HALIFAX","Pennsylvania","17032","Dauphin",,,"POINT (-76.926344 40.454288)",,,
"Giant Eagle Pharmacy-29","1356 Hoffmann Boulevard",,,"West Mifflin","Pennsylvania","15122","Allegheny",,,"POINT (-79.868676 40.382318)",,,
"RITE AID STORE #07924","2270 NOBLESTOWN ROAD",,,"PITTSBURGH","Pennsylvania","15205","Allegheny",,,"POINT (-80.053624 40.428118)",,,
"County of Delaware","125 Chester Avenue",,,"Yeadon","Pennsylvania","19050","Delaware","4670","2021-04-13T00:00:00.000","POINT (-75.254837 39.923482)",,,
"AHOLD USA-GIANT PHARMACY 6278","3400 CONCORD ROAD",,,"ASTON","PA","19014","Delaware",,,"POINT (-75.424886 39.867066)",,,
"Penn Highlands DuBois","100 Hospital Ave",,,"Du Bois","Pennsylvania","15801","Clearfield","1170","2021-04-13T00:00:00.000","POINT (-78.775736 41.114349)",,,
"CVS/pharmacy01319","1054 Shoemaker Avenue",,,"Shoemakersville","Pennsylvania","19555","Berks",,,"POINT (-75.965149 40.506816)",,,
"VDI-Blairsville Pharmacy","135 E Market St.","100",,"Blairsville","Pennsylvania","15717","Indiana","1500","2021-04-13T00:00:00.000","POINT (-79.259878 40.431083)",,,
"RITE AID STORE #00232","5035 LINCOLN WAY EAST",,,"FAYETTEVILLE","Pennsylvania","17222","Franklin",,,"POINT (-77.551076 39.907786)",,,
"Weis Pharmacy-76","1220 Chestnut Street",,,"Emmaus","PA","18049","Lehigh",,,"POINT (-75.508959 40.527622)",,,
"Chambersburg Hospital (Wellspan Summit)","112 N. 7th Street",,,"Chambersburg","Pennsylvania","17201","Franklin","1170","2021-04-13T00:00:00.000","POINT (-77.647451 39.934915)",,,
"RITE AID STORE #03508","1340 MAIN STREET",,,"BURGETTSTOWN","Pennsylvania","15021","Washington",,,"POINT (-80.391738 40.378695)",,,
"CVS/pharmacy16616","2250 Chemical Rd",,,"Plymouth Meeting","PA","194621716","Montgomery",,,"POINT (-75.293428 40.100803)",,,
"CVS/pharmacy08498","272 East Butler Ave",,,"Ambler","Pennsylvania","19002","Montgomery",,,"POINT (-75.217393 40.157048)",,,
"PHN-Sharon Medical Group Pediatrics","63 Pitt Street","202",,"Sharon","Pennsylvania","16146","Mercer","200","2021-04-13T00:00:00.000","POINT (-80.507917 41.23373)",,,
"Chester County Health Dept","601 Westtown Road","190","Personal Health Service","West Chester","Pennsylvania","19382","Chester","7340","2021-04-13T00:00:00.000","POINT (-75.584731 39.957921)",,,
"RITE AID STORE #10979","1501 SCALP AVENUE",,,"JOHNSTOWN","Pennsylvania","15904","Cambria",,,"POINT (-78.856837 40.269209)",,,
"Redners Pharmacy 21","191 Manheim Road",,,"Schuylkill Haven","Pennsylvania","17972","Schuylkill",,,"POINT (-76.160512 40.643212)",,,
"Walgreens Store # 11323","600 GAP NEWPORT PIKE",,,"AVONDALE","Pennsylvania","19311","Chester",,,"POINT (-75.793777 39.834461)",,,
"Porters Prescription Pharmacy","935 BEAVER GRADE RD",,,"MOON TWP","Pennsylvania","15108","Allegheny",,,"POINT (-80.21373 40.51115)",,,
"GIANT PHARMACY-6422","4320 5TH STREET HWY",,,"Temple","Pennsylvania","19560","Berks",,,"POINT (-75.927597 40.399666)",,,
"AHN-Saint Vincent Hospital","PHARMACY DEPARTMENT",,"232 WEST 25TH STREET","Erie","Pennsylvania","16544","Erie","2340","2021-04-13T00:00:00.000",,,,
"CVS/pharmacy04773","2000 Swamp Pike",,,"Gilbertsville","Pennsylvania","19525","Montgomery",,,"POINT (-75.58488 40.299201)",,,
"Highlnds Hlth Laurel Highlnds Free Cha","315 Locust St, 2nd Floor",,,"Johnstown","Pennsylvania","15901","Cambria","400","2021-04-13T00:00:00.000","POINT (-78.920587 40.327188)",,,
"Weis Pharmacy-138","1400 Stoney Battery Road",,,"Lancaster","Pennsylvania","17601","Lancaster",,,"POINT (-76.410444 40.064838)",,,
"CVS/pharmacy03165","95 Freeport Street",,,"New Kensington","Pennsylvania","15068","Westmoreland",,,"POINT (-79.757473 40.553323)",,,
"DVCH Norristown Regional Health Center","1401 DeKalb St",,,"Norristown","Pennsylvania","19401","Montgomery","100","2021-04-13T00:00:00.000","POINT (-75.333335 40.123435)",,,
"AHOLD USA-GIANT PHARMACY-6541","176 West Street Road",,,"Feasterville Trevose","PA","19053","Bucks",,,"POINT (-75.00797 40.153902)",,,
"Wegmans Pharmacy #076","1315 Cold Spring Road",,,"Scranton","Pennsylvania","18508","Lackawanna",,,,,,
"WAYNE MEMORIAL HOSPITAL","601 Park Street",,,"Honesdale","Pennsylvania","18431","Wayne","1670","2021-04-13T00:00:00.000","POINT (-75.259796 41.576284)",,,
"Walmart Store #2535","500 TERRY RICH BLVD",,,"SAINT CLAIR","Pennsylvania","17970","Schuylkill",,,"POINT (-76.192112 40.729089)",,,
"RITE AID STORE #00561","2968 ELMIRA STREET",,,"SAYRE","Pennsylvania","18840","Bradford",,,"POINT (-76.546886 41.988951)",,,
"Shop n Save RX- Pittsburgh","450 56th St",,,"Pittsburgh","Pennsylvania","15201","Allegheny",,,"POINT (-79.947467 40.483811)",,,
"RITE AID STORE #10894","1021 FIRST AVENUE",,,"CONWAY","Pennsylvania","15027","Beaver",,,"POINT (-80.238621 40.660074)",,,
"Mainline LTC Pharmacy","1049 Shoemaker St.","2",,"Nanty Glo","Pennsylvania","15943","Cambria","2170","2021-04-13T00:00:00.000","POINT (-78.835826 40.470549)",,,
"RITE AID STORE #11172","4630 PERKIOMEN AVENUE",,,"READING","Pennsylvania","19606","Berks",,,"POINT (-75.860154 40.305939)",,,
"GIANT PHARMACY-6120","255 CUMBERLAND PARKWAY",,,"MECHANICSBURG","PA","17055","Cumberland",,,"POINT (-76.982548 40.193781)",,,
"GIANT PHARMACY-6506","50 E WYNNEWOOD RD STORE #2",,,"Wynnewood","Pennsylvania","19096","Montgomery",,,"POINT (-75.273517 40.002279)",,,
"RITE AID STORE #11104","1650 LIMEKILN PIKE",,,"DRESHER","Pennsylvania","19025","Montgomery",,,"POINT (-75.168404 40.144584)",,,
"Weis Pharmacy-80","1629 S. Market Street",,,"Elizabethtown","PA","17022","Lancaster",,,"POINT (-76.584954 40.138091)",,,
"RITE AID STORE #02248","639 HAMLIN HIGHWAY",,,"LAKE ARIEL","Pennsylvania","18436","Wayne",,,"POINT (-75.398932 41.403692)",,,
"Weis Pharmacy-240","1424 Baltimore Street",,,"Hanover","Pennsylvania","17331","York",,,"POINT (-76.960405 39.772281)",,,
"RITE AID STORE #01144","500 CHESTERBROOK BLVD","2",,"Wayne (Part-Chester)","Pennsylvania","19087","Chester",,,"POINT (-75.456806 40.074471)",,,
"Weis Pharmacy-22","313-337 W. Bald Eagle Street",,,"Lock Haven","PA","17745","Clinton",,,"POINT (-77.452987 41.133538)",,,
